Hand,Equity2P,Equity3P
RiverID,ERROR,ERROR
2c 2d 2h 3h 7h 9h 9s,0.921000,0.873333
2c 2d 2h 3h 7h 9h 10h,0.725000,0.582333
2c 2d 2h 3h 7h 9h 10s,0.666000,0.586667
2c 2d 2h 3h 7h 9s 10s,0.729500,0.636000
2c 2d 2h 3h 7s 9s 10s,0.723000,0.655333
2c 2d 2h 3s 7s 9s 10s,0.678000,0.575000
2c 2d 2h 3h 7h 9h Jh,0.718500,0.581000
2c 2d 2h 3h 7h 9h Js,0.657500,0.579333
2c 2d 2h 3h 7h 9s Js,0.760000,0.656667
2c 2d 2h 3h 7s 9s Js,0.733000,0.654333
2c 2d 2h 3s 7s 9s Js,0.660500,0.571000
2c 2d 2h 3h 7h 9h Qh,0.737000,0.594333
2c 2d 2h 3h 7h 9h Qs,0.710000,0.556667
2c 2d 2h 3h 7h 9s Qs,0.770000,0.668000
2c 2d 2h 3h 7s 9s Qs,0.755000,0.669333
2c 2d 2h 3s 7s 9s Qs,0.691000,0.595000
2c 2d 2h 3h 7h 9h Kh,0.765500,0.605000
2c 2d 2h 3h 7h 9h Ks,0.701500,0.579667
2c 2d 2h 3h 7h 9s Ks,0.730500,0.692000
2c 2d 2h 3h 7s 9s Ks,0.779000,0.679000
2c 2d 2h 3s 7s 9s Ks,0.708500,0.604000
2c 2d 2h 3h 7h 9h Ah,0.750000,0.592333
2c 2d 2h 3h 7h 9h As,0.711000,0.577667
2c 2d 2h 3h 7h 9s As,0.766500,0.698667
2c 2d 2h 3h 7s 9s As,0.777500,0.695333
2c 2d 2h 3s 7s 9s As,0.714000,0.582000
2c 2d 2h 3h 7h 10h 10s,0.929500,0.892333
2c 2d 2h 3h 7h 10h Jh,0.734000,0.591667
2c 2d 2h 3h 7h 10h Js,0.715500,0.621333
2c 2d 2h 3h 7h 10s Js,0.757500,0.677000
2c 2d 2h 3h 7s 10s Js,0.746500,0.682333
2c 2d 2h 3s 7s 10s Js,0.699500,0.578667
2c 2d 2h 3h 7h 10h Qh,0.757000,0.603333
2c 2d 2h 3h 7h 10h Qs,0.701500,0.610333
2c 2d 2h 3h 7h 10s Qs,0.754000,0.689667
2c 2d 2h 3h 7s 10s Qs,0.744000,0.684333
2c 2d 2h 3s 7s 10s Qs,0.729000,0.553000
2c 2d 2h 3h 7h 10h Kh,0.751000,0.593667
2c 2d 2h 3h 7h 10h Ks,0.703500,0.620333
2c 2d 2h 3h 7h 10s Ks,0.781000,0.693333
2c 2d 2h 3h 7s 10s Ks,0.770500,0.722667
2c 2d 2h 3s 7s 10s Ks,0.712500,0.593000
2c 2d 2h 3h 7h 10h Ah,0.759500,0.613000
2c 2d 2h 3h 7h 10h As,0.734500,0.613333
2c 2d 2h 3h 7h 10s As,0.797500,0.698333
2c 2d 2h 3h 7s 10s As,0.779000,0.720667
2c 2d 2h 3s 7s 10s As,0.731000,0.617000
2c 2d 2h 3h 7h Jh Js,0.929000,0.878000
2c 2d 2h 3h 7h Jh Qh,0.760000,0.616333
2c 2d 2h 3h 7h Jh Qs,0.712500,0.617667
2c 2d 2h 3h 7h Js Qs,0.810000,0.702000
2c 2d 2h 3h 7s Js Qs,0.739000,0.683333
2c 2d 2h 3s 7s Js Qs,0.738000,0.621667
2c 2d 2h 3h 7h Jh Kh,0.750500,0.583333
2c 2d 2h 3h 7h Jh Ks,0.737500,0.599000
2c 2d 2h 3h 7h Js Ks,0.794500,0.715667
2c 2d 2h 3h 7s Js Ks,0.805500,0.693667
2c 2d 2h 3s 7s Js Ks,0.741000,0.628000
2c 2d 2h 3h 7h Jh Ah,0.763500,0.599333
2c 2d 2h 3h 7h Jh As,0.728000,0.592000
2c 2d 2h 3h 7h Js As,0.806500,0.688667
2c 2d 2h 3h 7s Js As,0.807000,0.705333
2c 2d 2h 3s 7s Js As,0.767500,0.626000
2c 2d 2h 3h 7h Qh Qs,0.927500,0.877333
2c 2d 2h 3h 7h Qh Kh,0.763500,0.618333
2c 2d 2h 3h 7h Qh Ks,0.772000,0.623667
2c 2d 2h 3h 7h Qs Ks,0.808000,0.714000
2c 2d 2h 3h 7s Qs Ks,0.817500,0.737333
2c 2d 2h 3s 7s Qs Ks,0.750500,0.615667
2c 2d 2h 3h 7h Qh Ah,0.765000,0.635000
2c 2d 2h 3h 7h Qh As,0.758500,0.644667
2c 2d 2h 3h 7h Qs As,0.815000,0.728333
2c 2d 2h 3h 7s Qs As,0.821000,0.730000
2c 2d 2h 3s 7s Qs As,0.762500,0.643667
2c 2d 2h 3h 7h Kh Ks,0.936000,0.881333
2c 2d 2h 3h 7h Kh Ah,0.764000,0.611333
2c 2d 2h 3h 7h Kh As,0.789000,0.665667
2c 2d 2h 3h 7h Ks As,0.832000,0.754000
2c 2d 2h 3h 7s Ks As,0.846500,0.757333
2c 2d 2h 3s 7s Ks As,0.792000,0.672000
2c 2d 2h 3h 7h Ah As,0.940000,0.872667
2c 2d 2h 3h 8h 8s 9s,0.903500,0.837000
2c 2d 2h 3h 8h 8s 10s,0.903000,0.845000
2c 2d 2h 3h 8h 8s Js,0.898500,0.827000
2c 2d 2h 3h 8h 8s Qs,0.912000,0.845000
2c 2d 2h 3h 8h 8s Ks,0.906500,0.836667
2c 2d 2h 3h 8h 8s As,0.907500,0.841667
