Cluster,avg_equity2P,avg_equity3P
113,0.395733,0.218015
114,0.150563,0.0940207
115,0.375983,0.209682
116,0.620472,0.433729
117,0.585735,0.419076
118,0.470335,0.274785
119,0.618291,0.483364
120,0.325759,0.204705
121,0.778266,0.602757
122,0.48003,0.351115
123,0.3865,0.25035
124,0.735015,0.578391
125,0.877457,0.801156
126,0.229472,0.131119
127,0.649968,0.465693
128,0.437052,0.260495
129,0.1568,0.109578
130,0.279845,0.167243
131,0.484971,0.300613
132,0.200678,0.131372
133,0.526363,0.400228
134,0.554492,0.350309
135,0.901815,0.832658
136,0.540426,0.317768
137,0.59146,0.363048
138,0.624023,0.401611
139,0.804308,0.673458
140,0.722538,0.561241
141,0.530389,0.33185
142,0.71065,0.560769
143,0.465342,0.353376
144,0.712973,0.568425
145,0.440243,0.369591
146,0.421706,0.23806
147,0.312375,0.225952
148,0.50575,0.396204
149,0.566137,0.329778
150,0.63595,0.429257
151,0.50964,0.341495
152,0.690797,0.494462
153,0.566615,0.375682
154,0.941068,0.903055
155,0.668503,0.476353
156,0.666019,0.496066
157,0.679891,0.519695
158,0.878554,0.815033
159,0.184587,0.113744
160,0.361148,0.214488
161,0.66671,0.44102
162,0.391762,0.262674
163,0.630571,0.469557
164,0.321624,0.188091
165,0.64264,0.48223
166,0.464261,0.249833
167,0.671149,0.504952
168,0.343218,0.166115
169,0.59499,0.379767
170,0.436914,0.303202
171,0.692949,0.522019
172,0.305182,0.19131
173,0.527768,0.442042
174,0.212013,0.123758
175,0.638324,0.473734
176,0.588803,0.49895
177,0.346942,0.246283
178,0.582696,0.477896
179,0.216717,0.12927
180,0.339962,0.209602
181,0.629732,0.438864
182,0.704987,0.581376
183,0.530875,0.414161
184,0.380351,0.217995
185,0.361288,0.185292
186,0.640485,0.438852
187,0.726682,0.544674
188,0.307972,0.194243
189,0.867606,0.827468
190,0.84851,0.769879
191,0.350531,0.271551
192,0.689316,0.540538
193,0.999657,0.999504
194,0.321357,0.174263
195,0.353177,0.232101
196,0.835078,0.722963
197,0.64105,0.507577
198,0.594091,0.390635
199,0.537199,0.387483
200,0.553741,0.443582
201,0.935561,0.87865
202,0.492748,0.296817
203,0.57583,0.43433
204,0.636594,0.467739
205,0.427973,0.213423
206,0.956631,0.92037
207,0.368295,0.206339
208,0.349626,0.257779
209,0.4469,0.33277
210,0.520704,0.304086
211,0.797965,0.632185
212,0.754326,0.609289
213,0.510742,0.329548
214,0.731436,0.556493
215,0.777791,0.588829
216,0.79725,0.617193
217,0.471573,0.399715
218,0.254326,0.200046
219,0.598907,0.478918
220,0.846812,0.701325
221,0.643421,0.413167
222,0.451696,0.282511
223,0.431851,0.258091
224,0.331341,0.204118
225,0.313103,0.169118
