Cluster,avg_equity2P,avg_equity3P
490,0.422555,0.272589
491,0.465527,0.278475
492,0.356964,0.179705
493,0.934981,0.895059
494,0.782364,0.587401
495,0.640585,0.404396
496,0.413899,0.283209
497,0.745284,0.584605
498,0.857396,0.789633
499,0.352027,0.213989
500,0.408664,0.246571
501,0.394251,0.237365
502,0.255098,0.134388
503,0.812633,0.699422
504,0.284581,0.200515
505,0.776948,0.665683
506,0.408095,0.237056
507,0.707906,0.559109
508,0.760082,0.577046
509,0.695318,0.556675
510,0.693099,0.534719
511,0.185265,0.160167
512,0.39899,0.320912
513,0.621022,0.425935
514,0.195716,0.101703
515,0.326494,0.23623
516,0.320721,0.125945
517,0.487504,0.275404
518,0.547909,0.359524
519,0.377992,0.187409
520,0.232117,0.109524
521,0.574908,0.4054
522,0.567174,0.409237
523,0.423692,0.236142
524,0.662316,0.507047
525,0.577507,0.396557
526,0.560288,0.33548
527,0.448131,0.2521
528,0.667115,0.457831
529,0.589342,0.412438
530,0.797467,0.715248
531,0.141361,0.0701265
532,0.644576,0.465138
533,0.750472,0.594612
534,0.361017,0.22573
535,0.231702,0.191419
536,0.16201,0.102811
537,0.446203,0.26914
538,0.778664,0.738914
539,0.515652,0.37449
540,0.243618,0.167896
541,0.635298,0.453214
542,0.25386,0.116455
543,0.502687,0.346482
544,0.383972,0.196184
545,0.804778,0.704388
546,0.820825,0.760369
547,0.537471,0.349511
548,0.510713,0.291913
549,0.633892,0.48338
550,0.468154,0.286407
551,0.958848,0.912558
552,0.595333,0.431014
553,0.981227,0.971739
554,0.856019,0.770326
555,0.6625,0.489255
556,0.431719,0.231899
557,0.611551,0.422951
558,0.309701,0.142468
559,0.57573,0.422125
560,0.859135,0.749854
561,0.39271,0.25706
562,0.911992,0.846767
563,0.527067,0.376474
564,0.415802,0.240861
565,0.322923,0.207492
566,0.936769,0.912178
567,0.87151,0.776461
568,0.534996,0.325885
569,0.512415,0.325094
570,0.794607,0.703287
571,0.712278,0.489468
572,0.320245,0.16699
573,0.878766,0.805311
574,0.200154,0.0844207
575,0.45635,0.246622
576,0.658696,0.438515
577,0.638455,0.4377
578,0.467542,0.324425
579,0.449877,0.332918
580,0.439847,0.310103
581,0.674858,0.466886
582,0.403846,0.182594
583,0.738631,0.611023
584,0.401168,0.261751
585,0.369227,0.230037
586,0.150062,0.0778174
587,0.354935,0.245627
588,0.710609,0.536368
589,0.671453,0.566332
590,0.260861,0.141947
591,0.936767,0.885898
592,0.169575,0.0606266
593,0.484137,0.26351
594,0.789908,0.605019
595,0.701368,0.520754
596,0.441909,0.349284
597,0.653592,0.503323
598,0.934856,0.876401
599,0.501518,0.287656
600,0.849853,0.780002
601,0.651148,0.478072
602,0.737449,0.645614
603,0.35301,0.232716
604,0.551675,0.372922
605,0.631221,0.51505
606,0.553724,0.389064
607,0.326369,0.136207
608,0.367586,0.151151
609,0.360003,0.197287
610,0.572562,0.365562
611,0.236361,0.136179
612,0.810187,0.732673
613,0.7763,0.643313
614,0.249442,0.108534
615,0.912657,0.831999
616,0.308338,0.120024
617,0.716728,0.579934
618,0.596815,0.406886
619,0.768224,0.587634
620,0.342669,0.249211
621,0.428957,0.267736
622,0.765144,0.669157
623,0.377307,0.202706
624,0.124286,0.0912228
625,0.146593,0.0621965
626,0.229396,0.0828482
627,0.2975,0.25248
628,0.324544,0.197175
629,0.534883,0.37362
630,0.530619,0.4267
631,0.945736,0.880496
632,0.332705,0.214331
633,0.387654,0.206481
634,0.459608,0.272999
635,0.616847,0.406626
636,0.53542,0.294731
637,0.477763,0.312875
638,0.510942,0.300384
639,0.198863,0.173268
640,0.4256,0.260498
641,0.460622,0.290504
642,0.505582,0.314244
643,0.793061,0.754217
644,0.23855,0.157636
645,0.573167,0.336133
646,0.276658,0.157783
647,0.71226,0.624629
648,0.490108,0.3382
649,0.603606,0.427153
650,0.669822,0.494477
651,0.915163,0.854889
652,0.895691,0.788274
653,0.240081,0.14606
654,0.589503,0.380786
655,0.822437,0.72983
656,0.826083,0.719245
657,0.735823,0.583751
658,0.529182,0.304784
659,0.386281,0.165579
660,0.712371,0.569153
661,0.616677,0.479955
662,0.622605,0.461443
663,0.219802,0.0884847
664,0.38275,0.291504
665,0.567229,0.457161
666,0.117771,0.0480664
667,0.577476,0.348797
668,0.437058,0.289981
669,0.788651,0.694047
670,0.701087,0.51133
671,0.197754,0.127225
672,0.609945,0.382403
673,0.203241,0.15577
